Sn,Date,Reviews,Refund,Serial,Sales
9363,09-Dec-19,"Service dept is 0 stars!!!My wife's car was at the dealership for a month. For the first 2 1/2 weeks, I could not reach my service advisor, who later on I found out he was out on leave, but no one took over while he was out. I could not reach anyone in service, I left voice messages after messages and not return phone calls. Service manager Dave was of no help, was borderline combative towards my concerns and requests ",6,13,0
9365,01-Dec-19,Where should I start? This place is a joke. This dealership gives you a runaround and puts a bad name to the brand. Specially when you have sales associate like Max Luis who lures customers at any cost even though the dealership doesn't carry the car you requested. Won't recommend anyone to go buy from there.,6,13,35
9367,26-Nov-19,The service department provides awful customer service. I waited 30 minutes in line before someone got to me just to tell they had too many cars. They wanted me to reschedule. Despite me having a appointment with with them.,6,13,79
9370,21-Nov-19,"I had a fleet vehicle sent to this site for pickup. I called to work out details on picking up and dropping off the old one. I was unable to get anyone to assist me for days. There were messages left with zero response back. It appears the vehicle was at the site for at least a few days to a week. I would get passed on to a different person whom was unavailable to help. The Dodge dealership in Manteca was 10 times better and would rate five starts. This group should get some training from them.

Jeff was the only helpful person. The receptionist was beyond rude",6,13,52
9372,18-Nov-19,Service writer was very unprofessional. We took my 2018 Jeep Wrangler in for the “death wobble fix”. The fix was part of a recall. He didn’t bother to look up my car or address the problem because his mechanic was unable to replicate the violent shaking I experienced. Told me he would just keep driving my car until it ran out of gas. When I went to retrieve my Jeep the service manager ( David ) intervened and was able to ascertain what the problem was and get it fixed. Johnny was rude and aggressive with my husband and I won’t be taking my Jeep back there.,6,13,0
9374,15-Nov-19,"1. The website after 3 years still will not let me sign in, or book appointments. 
2. The Service Department personal are overworked and most of the time act irritated if you have a question.
3. Even with a scheduled appointment it is a ridiculously long process to get checked in.",6,13,-1
9377,26-Oct-19,"There is no such thing as Customer Service here.  They fake smile at you, and recite their corporate scripts, but if they can't make money from you, they do not care! I have been having reoccurring issues with my Jeep, which is still under warranty.  A simple part replacement would solve the issue, and I would be happy, but they refuse to order the part, citing ""compatibility issues"" which, is still not a problem for the customer.  Also, if there are compatibility issues with certain phones and how they interact with their vehicles, then they are at the very least guilty of false advertisement as no where in the vehicle manuals, dealer documentation or advertisements that only some devices may work with their internal systems.
Again, they looked at my under warranty vehicle, ran some tests that had already been done before AND was documented (which they had access to) and the end result was still that they weren't going to fix the issue.

DO NOT EVER DO BUSINESS WITH THIS DEALERSHIP!",6,13,-1
9380,21-Oct-19,"I absolutely  will never come to this place again, I was sold a car with a major prior issue.  Only had car for 4 months and heater coil somehow just went out? Dealership try to charge me crazy about instead making this right.  Shame on you!!!!",6,13,19
9386,11-Oct-19,It took me 4 (1. To check key stock and made appt 2. Went to appt and they sold the key so had to order another. 3. Went to appt and computers were down. 4. Went to last appt and finally got key) visits to get a replacement key and therefore it was very disappointing. ,6,13,-1
9398,13-Sep-19,"Even though I scheduled an appointment and dropped off in the morning they do not put your vehicle in that time slot, you just go in line like everyone else.  Car was not done until 5pm for a simple recall fix,  then waited 30 min just for them to bring the vehicle out so I could leave. Could go on and on with this dealership, 
But the bottom line, go somewhere else. ",6,13,69
9402,23-Aug-19,"Really bad customer service.
I went yesterday to pick up my truck, I told them to washed and it came back the same, I told the guy why you guys didn’t washed and he said I’m lonely I couldn’t, when he took forever to give me my truck back because he was to busy watching the game Raiders vs Packers. I was so mad. 
Also when I contact service they took forever and they hanged up the phone so many times, and never give me a call back.  ",6,13,-1
9404,16-Aug-19,"I have bought 4 vehicles in the past 13 years,  as of last Friday, I will never buy from them again. Service manger (Dave Weber) let's his people steal from my vehicle, tear down my dash cams to cover it up and his response was ""Well, what do you want me to do?"" I was told a General manager would call me to discuss this situation but he blew me off, so as far as I'm concerned I will not shop there again. I will go back to Ford..",6,13,-1
