,Date,Reviews,Ratings,Label
630,16-Sep-16,adam Ramsdell and Jason marcucciii are awesome. They were very helpful  and very patient with all our questions.  We will definely buy another huyndai again.,4.6,
633,14-Sep-16,he dealership neglected to include the cargo cover when I took deliovery of the vehicle and I had to go back to the dealership to retrieve it.,4.6,
653,27-Aug-16,"I want to thank Ninous for all the quality time he spend with us, always kind and helpful with all our needs. You guys lucky to have him in your team. Thank you Ninous you rock",4.6,
658,25-Aug-16,Great service. Adam was very thorough. Did take a while to get through the financing part and we were there until close to 10:00pm. That wasn't his fault though. They were professional and didn't rush us out because they closed at 9:00. They had car detailed and full tank of gas before we left even though it was quite late in the evening. Good experience.,4.6,
707,29-Jul-16,The salesman was good. He was quiet in the beginning but after that he was awesome!  I was in the hurry to get my car. I didn't have time to check it. I had 3 scratchers on my car.,4.6,
729,16-Jul-16,"Very happy with the Capitol Hyundai dealership and sales my agent Ninous Chamaki along with the GM (Gus?) and Jason Marcucci the finance guy. The car is great, I was treated well, I believe it was a good deal and good coverage for warranty/package service.",4.6,
808,19-May-16,This dealership had great customer service from the time I walked in to the time I left. I didn't feel forced into buying a car that didn't fit me. They went above and beyond to get me the right car at the right price. The salesman even helped me set up my blue link and my online account and walked me through extra features the car had.,4.6,
879,31-Mar-16,"I had gone to many dealerships and had negative experiences,  this one made the stressful chore of purchasing a car easy, painless and pleasant- thanks",4.6,
882,28-Mar-16,he was very professional to his client. i would not hesitate to recommend my friends and family to purchase vehicle to your dealership. Great Job!,4.6,
883,28-Mar-16,"Everyone was nice and friendly . Car was delivered clean with a full tank of gas. Their service center is also very good, we have a 2011 Sonata that we service here. Only advice would be not to fall for the over priced service and warranty plans like my wife did.",4.6,
897,11-Mar-16,"My purchase experience with Capitol Hyundai is quick and smooth. I have requested for appointment over internet. When I visited, James Lee was ready with my vehicle and offered a test drive. After that we discussed about the terms and finalized the deal. Got my vehicle which was neat and clean. They did not try to force any additional purchases on me, its professional.",4.6,
967,17-Dec-15,They were very patient and helpful. The car is great and I enjoyed the experience as a whole. Very recommended dealer if your looking for a car.,4.6,
982,08-Dec-15,"Thank you Hyundai. I love driving my new car, the deal I got was a great deal and I am happy for checking in that day !",4.6,
989,02-Dec-15,"8 different cars test driven over 3 months and when we finally realized the Sonata was the hands down winner the whole car buying process was a breeze.  Using AAA pricing and working with Ryan and my credit union our time in the dealership was less than 90 minutes and that included setting up my car, setting features, and finance department transaction.  I would highly recommend working with Ryan!",4.6,
